127.0.0.1 - - [18/Mar/2017:01:26:47 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:35:14 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:36:26 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 511
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:36:26 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:36:37 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 511
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:36:37 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:36:52 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 511
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:36:52 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:37:02 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 511
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:37:02 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:39:27 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 544
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:39:27 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:39:27 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 200 19393
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:39:52 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:39:52 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:39:52 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:40:01 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:40:01 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:40:17 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:40:17 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:40:17 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:41:54 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:41:54 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:41:54 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:45:03 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 930
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:45:03 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:45:03 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:46:17 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:46:17 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:46:17 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:00 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:00 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 151
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:26 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:26 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 131
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:26 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:43 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:47:43 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 131
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:48:07 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 960
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:48:07 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 131
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:48:56 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 991
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:48:56 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:48:56 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:49:24 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 1005
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:49:24 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:49:26 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 1005
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:49:42 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 1000
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:49:42 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:50:21 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:50:21 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:50:21 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:08 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:08 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 124
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:21 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:21 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:31 +0530] "GET /DocumentManagementApp/index.jsp HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:31 +0530] "GET /DocumentManagementApp/css/site.css HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [18/Mar/2017:01:51:31 +0530] "GET /DocumentManagementApp/img/logo.png HTTP/1.1" 304 -
