2017-01-30 07:09:41,522 [Worker-60] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' C:\Users\sharma.pankaj\Desktop\Internal Training\2017\STSWS\tdd-demo\pom.xml
2017-01-30 07:09:47,047 [Worker-60] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.yash:tdd-demo:0.0.1-SNAPSHOT @ C:\Users\sharma.pankaj\Desktop\Internal Training\2017\STSWS\tdd-demo\pom.xml.
2017-01-30 07:09:49,756 [Worker-60] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /tdd-demo/src/main/java
2017-01-30 07:09:49,766 [Worker-60] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /tdd-demo/src/test/java
2017-01-30 07:09:50,835 [Worker-60] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 9 sec
2017-01-30 07:09:57,946 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-01-30 07:09:57,947 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\sharma.pankaj\Desktop\Internal Training\2017\STSWS\tdd-demo\src\main\resources
2017-01-30 07:09:57,948 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-01-30 07:09:57,948 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\sharma.pankaj\Desktop\Internal Training\2017\STSWS\tdd-demo\src\test\resources
2017-01-30 07:11:17,957 [Worker-63] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.yash:tdd-demo:0.0.1-SNAPSHOT @ C:\Users\sharma.pankaj\Desktop\Internal Training\2017\STSWS\tdd-demo\pom.xml.
2017-01-30 07:11:18,773 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-01-30 07:11:18,773 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\sharma.pankaj\Desktop\Internal Training\2017\STSWS\tdd-demo\src\main\resources
2017-01-30 07:11:18,775 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
